ID,name,Applied,gender,age,background in IT,education,accepted,attended,number of Hackathons,employment,satisfaction,career interests,country,new skill
53,Daniel Nichols,Yes,F,39,No,Prefer not to say,Yes,Yes,9,Manager,satisfied,.net,French Southern Territories,Software Development
837,Christina Ramos,Yes,F,55,Yes,Masters degree,Yes,No,3,Manager,satisfied,.net,Slovakia (Slovak Republic),full stack developer
602,Lori Reyes,Yes,M,30,No,Prefer not to say,No,Yes,6,Manager,satisfied,.net,Romania,Data Scientist
575,Ashley Tucker,Yes,Non-binary,51,No,PhD,No,No,1,Senior Manager,very dissatisfied,azure,Reunion,Software Development
573,Lindsey Parker,Yes,M,28,Yes,Masters degree,Yes,Yes,3,Senior Associate,neutral,python,Moldova,UI/UX
18,Sara Hernandez,Yes,Non-binary,38,Yes,Prefer not to say,No,Yes,2,Manager,neutral,sql,Montserrat,UI/UX
961,Tiffany Lopez,Yes,M,34,Yes,Masters degree,Yes,Yes,0,Junior,neutral,python,Costa Rica,full stack developer
990,Tony Glover,Yes,F,34,No,Prefer not to say,No,Yes,0,Junior,dissatisfied,javascript,Germany,Data Scientist
209,Anita Gallagher,Yes,Non-binary,27,No,Undergraduate,No,Yes,2,Senior Manager,very dissatisfied,pm,United States of America,full stack developer
267,Robin Dougherty,Yes,Non-binary,36,No,Undergraduate,Yes,Yes,5,Senior Associate,dissatisfied,.net,Isle of Man,Software Development
926,Debra Fowler,Yes,Non-binary,40,Yes,Masters degree,Yes,Yes,6,Senior Manager,neutral,azure,Heard Island and McDonald Islands,Data Scientist
261,Kimberly Hill,Yes,F,32,No,PhD,Yes,No,8,Manager,very dissatisfied,azure,Malta,Software Development
629,Carol Cooke,Yes,M,50,Yes,Undergraduate,Yes,Yes,7,Manager,very dissatisfied,solutions design,Tokelau,Software Development
353,Steven Cunningham,Yes,F,48,No,Prefer not to say,Yes,No,9,Associate,neutral,javascript,Djibouti,UI/UX
443,Samuel Obrien,Yes,M,26,Yes,PhD,Yes,No,9,Senior Associate,very dissatisfied,solutions design,Singapore,Pitch
494,Jessica Trevino,Yes,F,38,Yes,Masters degree,No,No,1,Senior Manager,dissatisfied,javascript,Canada,Software Development
437,Darin Miller,Yes,Non-binary,46,No,Prefer not to say,Yes,Yes,0,Associate,neutral,sql,Mongolia,Data Scientist
715,Bryan Bradley,Yes,M,53,Yes,Prefer not to say,Yes,Yes,4,Manager,satisfied,javascript,Morocco,Pitch
520,John Garrison,Yes,M,48,No,Masters degree,No,No,7,Associate,dissatisfied,solutions design,Canada,UI/UX
499,Brandon Vasquez,Yes,F,55,No,PhD,Yes,No,3,Senior Associate,very dissatisfied,javascript,Colombia,Software Development
533,Arthur Cox,Yes,F,29,No,Masters degree,No,Yes,8,Manager,neutral,solutions design,Zambia,UI/UX
611,Julian Cooper,Yes,Non-binary,59,No,Masters degree,Yes,Yes,4,Senior Manager,dissatisfied,solutions design,New Caledonia,Data Scientist
238,Michael Rivera,Yes,F,30,Yes,Undergraduate,Yes,No,8,Manager,very dissatisfied,python,Bangladesh,UI/UX
426,Michael Smith,Yes,F,31,Yes,PhD,Yes,No,0,Manager,dissatisfied,azure,Bahrain,Pitch
607,Pamela Huff,Yes,F,51,Yes,Masters degree,Yes,Yes,9,Manager,dissatisfied,.net,Northern Mariana Islands,Data Scientist
814,Elizabeth Martin,Yes,F,32,Yes,PhD,No,No,0,Senior Associate,neutral,azure,New Zealand,Software Development
503,John Ramos,Yes,Non-binary,50,Yes,Prefer not to say,Yes,No,9,Manager,very dissatisfied,javascript,Qatar,Data Scientist
479,Michelle Williams,Yes,F,34,Yes,Undergraduate,No,Yes,5,Junior,neutral,sql,Jordan,Software Development
605,William Jackson,Yes,F,25,Yes,Undergraduate,Yes,No,6,Manager,neutral,pm,Guadeloupe,UI/UX
30,William Martin,Yes,F,32,No,Undergraduate,No,Yes,9,Senior Associate,neutral,python,Vanuatu,Pitch
369,Melissa Gonzalez,Yes,Non-binary,46,Yes,Prefer not to say,No,No,5,Senior Manager,neutral,.net,Tunisia,Software Development
283,Alexander Smith,Yes,F,48,Yes,Prefer not to say,Yes,No,1,Associate,dissatisfied,sql,Bosnia and Herzegovina,Data Scientist
789,Tina Hernandez,Yes,F,47,No,Masters degree,No,No,9,Associate,dissatisfied,.net,Tonga,Pitch
582,Mark Wise,Yes,Non-binary,44,Yes,Masters degree,No,Yes,1,Senior Associate,very dissatisfied,azure,New Zealand,full stack developer
891,Brandon Miller,Yes,F,52,Yes,PhD,No,No,5,Junior,neutral,azure,Belgium,full stack developer
871,Nicole Garcia,Yes,M,43,Yes,Undergraduate,No,No,2,Senior Associate,dissatisfied,solutions design,France,Data Scientist
865,Gina Hickman,Yes,Non-binary,47,No,Masters degree,Yes,Yes,8,Senior Associate,dissatisfied,sql,Hong Kong,full stack developer
658,Sherry Logan,Yes,F,44,Yes,PhD,Yes,Yes,8,Manager,neutral,.net,United States of America,Software Development
954,George Aguilar,Yes,F,36,Yes,PhD,No,No,7,Manager,neutral,sql,Ireland,Pitch
572,Morgan Taylor,Yes,Non-binary,55,No,Masters degree,Yes,No,1,Senior Associate,dissatisfied,javascript,Sri Lanka,Pitch
348,Thomas Jacobson,Yes,F,41,No,PhD,Yes,Yes,4,Senior Associate,satisfied,pm,Cameroon,Pitch
771,Lisa Porter,Yes,M,26,Yes,PhD,No,Yes,6,Manager,dissatisfied,python,Faroe Islands,full stack developer
789,Austin Raymond,Yes,F,56,No,Prefer not to say,No,Yes,3,Associate,satisfied,sql,Belize,Pitch
449,John Luna,Yes,M,35,No,Prefer not to say,Yes,Yes,4,Manager,satisfied,azure,Afghanistan,Software Development
106,Bryan Washington,Yes,F,25,No,Prefer not to say,No,No,0,Senior Manager,very dissatisfied,javascript,Barbados,Software Development
509,Amanda Estrada,Yes,Non-binary,33,No,Undergraduate,Yes,Yes,9,Senior Manager,dissatisfied,solutions design,Reunion,UI/UX
569,Heidi Holland,Yes,M,46,Yes,Undergraduate,Yes,Yes,6,Senior Manager,dissatisfied,pm,Luxembourg,Pitch
911,Dennis Martinez,Yes,Non-binary,35,Yes,PhD,No,No,7,Junior,satisfied,sql,Lao People's Democratic Republic,Software Development
181,Paula Adkins,Yes,M,56,No,PhD,Yes,Yes,0,Senior Manager,satisfied,pm,Zimbabwe,Pitch
394,Ashley Robertson,Yes,M,28,Yes,Masters degree,Yes,Yes,2,Junior,dissatisfied,javascript,Kuwait,full stack developer
723,Steve Robertson,Yes,F,58,Yes,Prefer not to say,No,No,1,Senior Manager,satisfied,javascript,United Kingdom,Software Development
223,Bruce Jones,Yes,M,33,No,PhD,Yes,Yes,9,Associate,neutral,pm,Norway,full stack developer
64,Patricia Lewis,Yes,Non-binary,31,Yes,Undergraduate,No,No,6,Associate,dissatisfied,.net,Cambodia,Pitch
802,Jamie Ross,Yes,M,31,Yes,Undergraduate,Yes,Yes,1,Senior Associate,neutral,sql,Malta,Software Development
2,Ruth Patel,Yes,F,46,No,Masters degree,No,No,0,Manager,satisfied,sql,American Samoa,full stack developer
5,Eric Nicholson,Yes,F,54,Yes,Undergraduate,No,Yes,2,Senior Manager,very dissatisfied,solutions design,Angola,full stack developer
590,Anthony Herrera,Yes,M,39,Yes,PhD,No,Yes,4,Senior Manager,neutral,.net,Iran,Software Development
406,Victoria Solomon,Yes,F,26,No,PhD,No,Yes,7,Manager,dissatisfied,javascript,Bhutan,UI/UX
136,John Wang,Yes,M,53,Yes,Masters degree,Yes,No,8,Senior Associate,satisfied,solutions design,Pitcairn Islands,UI/UX
60,Daniel Herring,Yes,M,59,Yes,Masters degree,Yes,No,1,Senior Associate,neutral,solutions design,Burundi,Data Scientist
462,Douglas Villegas,Yes,Non-binary,44,Yes,Masters degree,Yes,Yes,4,Senior Manager,dissatisfied,sql,Cocos (Keeling) Islands,Data Scientist
259,John Burgess,Yes,F,41,No,Prefer not to say,Yes,Yes,3,Junior,neutral,python,French Polynesia,UI/UX
858,Sean Cook,Yes,Non-binary,59,No,PhD,No,No,6,Senior Manager,very dissatisfied,azure,North Macedonia,Data Scientist
808,Kevin Marshall,Yes,M,37,No,Prefer not to say,No,No,2,Associate,satisfied,solutions design,Angola,full stack developer
551,Karen Hall,Yes,M,38,No,Prefer not to say,Yes,No,3,Manager,dissatisfied,solutions design,Zambia,UI/UX
711,Cassandra Miller,Yes,Non-binary,39,No,PhD,No,Yes,2,Senior Associate,dissatisfied,solutions design,Isle of Man,full stack developer
909,Lawrence Adams,Yes,Non-binary,42,No,PhD,Yes,Yes,0,Manager,satisfied,javascript,Dominica,Software Development
801,Chris Goodman,Yes,M,27,No,Prefer not to say,Yes,Yes,9,Manager,very dissatisfied,solutions design,France,Software Development
683,Brian Orozco,Yes,F,43,Yes,Masters degree,Yes,Yes,6,Senior Associate,satisfied,python,Tajikistan,UI/UX
869,Jennifer Williams,Yes,F,38,Yes,PhD,No,No,9,Manager,satisfied,pm,British Virgin Islands,Data Scientist
615,Alexis Reyes,Yes,M,32,No,Undergraduate,No,Yes,2,Senior Manager,satisfied,.net,Gibraltar,Software Development
43,Joann Bryant,Yes,Non-binary,25,No,Undergraduate,Yes,No,6,Associate,neutral,sql,Brunei Darussalam,Pitch
992,Darryl Alvarado,Yes,M,34,No,Undergraduate,No,No,1,Senior Associate,satisfied,javascript,Tokelau,Pitch
764,Rebecca Sparks,Yes,Non-binary,26,Yes,Masters degree,Yes,No,2,Junior,very dissatisfied,sql,Papua New Guinea,UI/UX
204,James Kemp,Yes,M,43,Yes,Prefer not to say,Yes,Yes,8,Senior Associate,neutral,solutions design,Korea,full stack developer
308,Lisa Cook,Yes,Non-binary,30,No,Undergraduate,Yes,Yes,3,Junior,very dissatisfied,python,Tokelau,Pitch
836,Steven Craig,Yes,M,43,Yes,Prefer not to say,Yes,No,3,Senior Manager,neutral,sql,Martinique,Software Development
277,Renee Curtis,Yes,M,34,No,PhD,No,No,7,Junior,satisfied,solutions design,Botswana,full stack developer
439,Isaac Mcgee,Yes,F,55,Yes,PhD,Yes,No,0,Junior,very dissatisfied,python,Kenya,Software Development
457,Christopher Rosales,Yes,M,32,No,Masters degree,Yes,Yes,8,Associate,dissatisfied,javascript,New Zealand,full stack developer
37,Melissa Gibson,Yes,Non-binary,34,Yes,Prefer not to say,No,Yes,5,Associate,dissatisfied,javascript,Madagascar,Software Development
594,Patricia Green,Yes,Non-binary,31,Yes,Undergraduate,No,Yes,6,Senior Associate,neutral,.net,Cambodia,full stack developer
613,Amanda Cherry,Yes,F,37,No,Masters degree,No,No,3,Senior Manager,very dissatisfied,.net,Bouvet Island (Bouvetoya),UI/UX
613,Matthew Miller,Yes,M,42,Yes,PhD,No,Yes,7,Senior Manager,satisfied,python,Guatemala,full stack developer
250,Kaitlyn Carpenter,Yes,Non-binary,43,No,Prefer not to say,Yes,No,0,Senior Manager,neutral,python,Mexico,UI/UX
711,James Hamilton,Yes,F,48,Yes,Masters degree,Yes,No,5,Manager,very dissatisfied,pm,United States Virgin Islands,full stack developer
742,Mitchell Martin,Yes,M,53,No,Masters degree,Yes,No,9,Junior,satisfied,python,Fiji,Software Development
104,Carolyn Hanson,Yes,F,36,No,Prefer not to say,Yes,Yes,9,Associate,neutral,javascript,Eritrea,UI/UX
821,Sara Harvey,Yes,M,59,No,Prefer not to say,Yes,No,8,Associate,dissatisfied,.net,Malta,Data Scientist
942,Brian Wilson,Yes,M,50,Yes,PhD,No,No,4,Senior Manager,dissatisfied,sql,Moldova,full stack developer
476,Brent Hodge,Yes,F,48,No,Prefer not to say,Yes,Yes,7,Senior Associate,very dissatisfied,sql,Suriname,Software Development
542,Stephen Ford,Yes,Non-binary,30,Yes,Undergraduate,Yes,No,8,Senior Associate,satisfied,solutions design,Greece,Data Scientist
577,Shelly Perry,Yes,Non-binary,32,Yes,PhD,Yes,No,4,Senior Manager,satisfied,azure,Nigeria,UI/UX
293,Phillip Scott,Yes,M,39,Yes,Masters degree,Yes,Yes,0,Senior Associate,neutral,azure,Gabon,full stack developer
12,Andrew Freeman,Yes,F,35,Yes,PhD,Yes,No,7,Junior,very dissatisfied,python,Sweden,Pitch
319,Reginald Wright,Yes,F,59,No,Undergraduate,No,Yes,4,Manager,dissatisfied,.net,Netherlands Antilles,Pitch
245,Joshua Smith,Yes,Non-binary,56,Yes,PhD,No,Yes,2,Manager,dissatisfied,sql,Switzerland,Software Development
109,Felicia Stevens,Yes,M,41,No,Masters degree,Yes,Yes,4,Associate,dissatisfied,azure,Namibia,UI/UX
183,Martha Murphy,Yes,Non-binary,45,No,PhD,Yes,Yes,1,Manager,neutral,sql,Korea,UI/UX
427,Mia Booth,Yes,F,32,No,Masters degree,Yes,Yes,0,Associate,neutral,pm,Iran,Data Scientist
157,Russell Montgomery,Yes,F,30,No,Prefer not to say,Yes,No,5,Senior Associate,neutral,pm,Botswana,full stack developer
290,Kathy Thompson,Yes,M,53,Yes,Undergraduate,Yes,Yes,2,Senior Associate,dissatisfied,pm,Slovakia (Slovak Republic),Data Scientist
505,Deborah Richardson,Yes,M,53,No,Masters degree,Yes,Yes,5,Manager,dissatisfied,python,New Caledonia,full stack developer
900,David Bray,Yes,Non-binary,31,No,PhD,No,No,4,Associate,satisfied,python,Mauritania,Data Scientist
291,Eric Riley,Yes,F,30,Yes,Undergraduate,Yes,Yes,2,Senior Associate,neutral,javascript,Christmas Island,Software Development
676,Tiffany Lyons,Yes,Non-binary,51,No,PhD,No,Yes,7,Senior Manager,neutral,.net,Gabon,UI/UX
208,Lisa Diaz,Yes,Non-binary,29,Yes,Masters degree,Yes,No,1,Manager,dissatisfied,sql,Cambodia,Software Development
634,Rachel Sullivan,Yes,F,59,Yes,Undergraduate,No,No,0,Senior Manager,dissatisfied,azure,Jersey,UI/UX
300,Ryan Riley,Yes,M,53,Yes,Masters degree,Yes,Yes,7,Manager,dissatisfied,.net,Switzerland,Pitch
181,Jared Johnson,Yes,F,52,No,Undergraduate,No,No,8,Junior,very dissatisfied,solutions design,Micronesia,UI/UX
212,Thomas White,Yes,M,58,No,Masters degree,Yes,No,2,Senior Manager,neutral,azure,Rwanda,UI/UX
191,Jessica Lindsey,Yes,F,28,Yes,PhD,No,No,2,Associate,very dissatisfied,.net,British Virgin Islands,Pitch
629,Dalton Turner,Yes,M,32,No,Masters degree,Yes,Yes,6,Junior,very dissatisfied,sql,Cambodia,Pitch
649,Michele Ingram,Yes,Non-binary,42,No,Prefer not to say,No,Yes,4,Junior,very dissatisfied,pm,Guernsey,Pitch
340,Mary Knight,Yes,M,53,No,Prefer not to say,No,No,6,Senior Associate,very dissatisfied,pm,Israel,Software Development
167,Amanda Lee,Yes,M,52,No,Masters degree,No,No,6,Senior Associate,satisfied,solutions design,Serbia,full stack developer
859,Melissa Jackson,Yes,F,38,No,Undergraduate,Yes,Yes,6,Senior Manager,satisfied,python,Marshall Islands,full stack developer
759,William Baird,Yes,F,33,Yes,PhD,No,Yes,1,Senior Associate,neutral,.net,Nepal,UI/UX
593,Adrienne Fleming,Yes,Non-binary,34,No,Prefer not to say,Yes,No,6,Associate,dissatisfied,.net,Mongolia,Pitch
481,Randy Aguilar,Yes,F,26,No,PhD,No,Yes,6,Senior Associate,satisfied,javascript,Myanmar,Data Scientist
807,Ryan Lewis,Yes,Non-binary,56,Yes,PhD,Yes,No,6,Senior Associate,satisfied,solutions design,Nigeria,Software Development
603,Mark Bautista,Yes,F,34,Yes,Masters degree,No,Yes,6,Associate,neutral,solutions design,Sweden,UI/UX
275,Christopher Pratt,Yes,Non-binary,34,No,Prefer not to say,Yes,Yes,1,Junior,very dissatisfied,solutions design,Yemen,Data Scientist
899,Austin Adams,Yes,Non-binary,49,Yes,Masters degree,No,No,8,Senior Associate,dissatisfied,sql,Benin,UI/UX
942,Melinda Dyer,Yes,F,47,No,Undergraduate,Yes,No,6,Manager,satisfied,.net,Bahrain,full stack developer
53,Alan Ritter,Yes,M,57,Yes,PhD,No,Yes,5,Junior,very dissatisfied,solutions design,Guam,UI/UX
23,Tracie Simpson,Yes,Non-binary,43,No,Masters degree,No,No,1,Associate,dissatisfied,sql,Bosnia and Herzegovina,UI/UX
670,Kevin Mcfarland,Yes,F,34,No,Masters degree,No,Yes,6,Manager,dissatisfied,pm,Tuvalu,full stack developer
942,Christopher Simpson,Yes,F,29,No,Masters degree,No,No,8,Manager,satisfied,azure,Equatorial Guinea,UI/UX
759,Jimmy Jackson,Yes,F,59,No,Masters degree,Yes,Yes,9,Manager,dissatisfied,sql,Bosnia and Herzegovina,UI/UX
343,John Pierce,Yes,Non-binary,39,Yes,Undergraduate,No,No,9,Manager,neutral,javascript,Angola,Software Development
824,Nancy Cherry,Yes,M,38,Yes,PhD,Yes,No,6,Associate,dissatisfied,python,Sao Tome and Principe,Pitch
985,Brandi Reed,Yes,F,34,No,Undergraduate,No,No,6,Junior,satisfied,azure,United States of America,Software Development
548,Mark Gardner,Yes,Non-binary,44,No,Masters degree,No,Yes,9,Manager,satisfied,solutions design,Indonesia,Data Scientist
813,Brandon Richard,Yes,F,36,No,Prefer not to say,No,Yes,0,Manager,dissatisfied,python,Greece,Data Scientist
296,Maria Holland,Yes,M,56,Yes,PhD,No,Yes,3,Senior Associate,dissatisfied,python,Italy,Data Scientist
227,Catherine Woods,Yes,M,55,Yes,Prefer not to say,Yes,Yes,6,Senior Associate,satisfied,javascript,Brunei Darussalam,UI/UX
842,Brian Gibson,Yes,F,30,Yes,Prefer not to say,No,No,6,Senior Associate,neutral,azure,Italy,Data Scientist
242,Deanna Roberts,Yes,Non-binary,50,Yes,Prefer not to say,Yes,Yes,3,Junior,very dissatisfied,sql,Bouvet Island (Bouvetoya),UI/UX
972,Jonathan Robinson,Yes,M,51,No,Undergraduate,No,Yes,1,Senior Manager,dissatisfied,pm,Armenia,Software Development
320,Amber Mccoy,Yes,F,52,No,Masters degree,No,Yes,9,Senior Manager,neutral,azure,Holy See (Vatican City State),Data Scientist
867,Adam Rodriguez MD,Yes,M,28,Yes,PhD,No,Yes,6,Junior,satisfied,azure,San Marino,full stack developer
780,Tiffany Torres,Yes,M,34,Yes,Undergraduate,Yes,Yes,5,Associate,dissatisfied,sql,Nicaragua,Software Development
171,Christopher Griffin,Yes,M,52,No,Undergraduate,Yes,No,8,Associate,satisfied,solutions design,Tonga,UI/UX
488,Steven Smith,Yes,Non-binary,58,No,PhD,No,No,4,Senior Associate,neutral,solutions design,Burundi,Software Development
154,Karen Walker,Yes,M,38,No,Masters degree,No,Yes,4,Manager,dissatisfied,python,Saint Pierre and Miquelon,UI/UX
891,Erica Kerr,Yes,F,50,Yes,Prefer not to say,No,Yes,5,Junior,neutral,python,Guadeloupe,Data Scientist
637,Jonathan Sweeney,Yes,F,46,No,Undergraduate,Yes,No,5,Associate,neutral,python,Cape Verde,full stack developer
100,Jonathan Atkinson,Yes,M,32,Yes,Undergraduate,No,No,8,Senior Manager,satisfied,pm,Sao Tome and Principe,full stack developer
162,Annette Manning,Yes,M,54,No,Undergraduate,No,Yes,7,Senior Manager,very dissatisfied,javascript,Angola,Pitch
353,Kevin Clark,Yes,F,51,No,Prefer not to say,No,No,0,Junior,dissatisfied,solutions design,Martinique,Software Development
322,Michael Jimenez,Yes,M,55,Yes,Prefer not to say,Yes,Yes,0,Junior,very dissatisfied,javascript,Indonesia,Software Development
114,Adrienne Fleming,Yes,Non-binary,53,No,Prefer not to say,Yes,No,8,Junior,neutral,python,Holy See (Vatican City State),UI/UX
400,Michael Edwards,Yes,M,57,No,Masters degree,Yes,Yes,1,Manager,very dissatisfied,.net,Iceland,full stack developer
7,Anthony Johnson,Yes,Non-binary,56,Yes,Undergraduate,No,Yes,1,Manager,dissatisfied,solutions design,Netherlands Antilles,Pitch
525,Jennifer Mccoy,Yes,F,29,Yes,Undergraduate,Yes,No,8,Senior Associate,neutral,solutions design,Western Sahara,Pitch
886,Luke Wilson,Yes,Non-binary,50,Yes,Masters degree,Yes,Yes,6,Junior,neutral,python,Myanmar,Software Development
751,Jessica Morrison,Yes,Non-binary,52,No,Prefer not to say,Yes,No,6,Associate,dissatisfied,pm,Uruguay,Pitch
235,Alan Mitchell,Yes,Non-binary,26,No,Undergraduate,Yes,Yes,3,Junior,dissatisfied,azure,Bhutan,Data Scientist
559,Jason Reed,Yes,F,42,No,Masters degree,Yes,No,3,Associate,dissatisfied,.net,Falkland Islands (Malvinas),Software Development
279,Mary Johnson,Yes,M,25,Yes,Undergraduate,Yes,Yes,9,Junior,neutral,pm,Azerbaijan,Pitch
771,Richard Cunningham,Yes,F,38,No,Prefer not to say,Yes,Yes,1,Senior Manager,dissatisfied,python,Marshall Islands,Data Scientist
951,Jeffrey Combs,Yes,Non-binary,43,No,PhD,Yes,No,2,Senior Associate,satisfied,javascript,Australia,UI/UX
188,Faith Cameron,Yes,M,25,No,Undergraduate,Yes,No,0,Junior,satisfied,azure,Albania,Software Development
857,Kevin Holt,Yes,Non-binary,38,Yes,Prefer not to say,Yes,Yes,9,Senior Manager,very dissatisfied,python,Ghana,Software Development
157,Darrell Page,Yes,Non-binary,33,No,Masters degree,No,Yes,4,Senior Manager,dissatisfied,.net,Nepal,Software Development
31,Scott Harris,Yes,F,57,No,PhD,No,No,3,Senior Associate,very dissatisfied,sql,Northern Mariana Islands,Data Scientist
810,Frank Thomas,Yes,F,33,No,Prefer not to say,No,No,4,Senior Associate,very dissatisfied,solutions design,Maldives,full stack developer
240,James Ramirez,Yes,F,31,No,PhD,No,Yes,7,Senior Associate,dissatisfied,python,Estonia,full stack developer
309,Miguel Douglas,Yes,F,28,No,PhD,Yes,Yes,0,Junior,very dissatisfied,.net,Syrian Arab Republic,UI/UX
587,Brent Barrett,Yes,Non-binary,33,Yes,PhD,Yes,Yes,6,Senior Associate,very dissatisfied,sql,Angola,Data Scientist
769,Ryan Wilson MD,Yes,Non-binary,35,Yes,Prefer not to say,Yes,No,0,Senior Manager,satisfied,python,Gibraltar,Software Development
687,Luis Williams,Yes,M,50,No,Undergraduate,Yes,Yes,6,Manager,neutral,sql,Cocos (Keeling) Islands,Pitch
12,Michael Parker,Yes,Non-binary,27,No,Undergraduate,No,No,1,Associate,satisfied,pm,Colombia,Data Scientist
994,David Young,Yes,M,45,No,Undergraduate,Yes,Yes,1,Senior Associate,dissatisfied,python,Guinea,Software Development
447,Michael Page,Yes,F,53,No,Undergraduate,Yes,Yes,0,Junior,very dissatisfied,solutions design,Uruguay,Data Scientist
512,Sergio Good DVM,Yes,M,32,No,Prefer not to say,No,No,9,Associate,satisfied,azure,Cape Verde,full stack developer
74,David Hill MD,Yes,F,53,No,Prefer not to say,Yes,No,8,Manager,neutral,javascript,Philippines,Software Development
387,Derek Leonard,Yes,M,43,Yes,Prefer not to say,Yes,Yes,9,Manager,neutral,azure,Guyana,Pitch
285,Brianna Wallace,Yes,Non-binary,53,Yes,Prefer not to say,No,Yes,6,Associate,dissatisfied,solutions design,Ireland,Software Development
543,Tara Taylor,Yes,M,51,No,Masters degree,Yes,No,8,Manager,very dissatisfied,sql,Albania,full stack developer
239,Charles Stone,Yes,Non-binary,54,Yes,Masters degree,No,Yes,5,Senior Manager,neutral,pm,Bhutan,Pitch
945,Joel Roberts,Yes,M,30,No,Undergraduate,No,No,2,Manager,satisfied,sql,Colombia,Pitch
775,Philip Moore,Yes,F,37,No,Undergraduate,No,Yes,6,Senior Manager,dissatisfied,solutions design,Ireland,Pitch
436,Barbara Collins,Yes,Non-binary,43,Yes,Undergraduate,Yes,Yes,3,Junior,neutral,azure,Vanuatu,Pitch
641,Christopher Bennett,Yes,Non-binary,57,No,Masters degree,No,Yes,7,Senior Manager,dissatisfied,solutions design,Suriname,Software Development
889,Kenneth Rodriguez,Yes,Non-binary,36,No,PhD,Yes,Yes,4,Senior Associate,neutral,pm,Dominica,Software Development
182,Darren Williams,Yes,M,48,No,Masters degree,No,Yes,8,Manager,very dissatisfied,azure,Anguilla,Data Scientist
732,Heather Rodriguez,Yes,M,37,Yes,Prefer not to say,Yes,Yes,9,Junior,neutral,javascript,Senegal,Pitch
449,Angela Richardson,Yes,M,36,Yes,Masters degree,No,Yes,5,Associate,very dissatisfied,azure,Albania,Data Scientist
402,Maria Davies,Yes,M,48,Yes,Undergraduate,Yes,No,5,Associate,dissatisfied,python,Mongolia,Software Development
144,Andrea Acevedo,Yes,Non-binary,38,Yes,PhD,No,Yes,3,Junior,satisfied,javascript,Cuba,UI/UX
900,Diane Thomas,Yes,Non-binary,26,Yes,Undergraduate,Yes,Yes,5,Associate,satisfied,python,Anguilla,Pitch
247,Sean Johnson,Yes,F,46,Yes,Undergraduate,Yes,Yes,7,Associate,very dissatisfied,.net,Ethiopia,Pitch
168,Tyler Carter,Yes,M,53,No,Undergraduate,No,No,9,Junior,dissatisfied,azure,Saudi Arabia,UI/UX
324,Brittney Maxwell,Yes,F,25,No,PhD,No,Yes,4,Junior,satisfied,sql,Korea,Data Scientist
101,Matthew Lee,Yes,F,54,No,Undergraduate,Yes,No,0,Junior,satisfied,solutions design,Belize,UI/UX
864,Ian Jones,Yes,M,58,Yes,Prefer not to say,No,No,3,Junior,very dissatisfied,solutions design,Togo,full stack developer
380,Paul George,Yes,M,36,Yes,Undergraduate,Yes,No,5,Junior,neutral,azure,Guam,Data Scientist
517,Monica Zimmerman,Yes,M,28,No,Undergraduate,Yes,Yes,9,Senior Associate,very dissatisfied,solutions design,Cape Verde,UI/UX
536,Harold Mathews,Yes,M,28,No,Undergraduate,Yes,Yes,7,Manager,neutral,solutions design,Andorra,Software Development
155,Linda Choi DVM,Yes,Non-binary,35,Yes,Masters degree,No,No,1,Associate,neutral,javascript,Andorra,full stack developer
680,Diane Gregory,Yes,M,46,No,Undergraduate,No,No,4,Senior Associate,very dissatisfied,sql,Afghanistan,Data Scientist
380,Peter Perry,Yes,M,33,Yes,Undergraduate,No,No,5,Manager,neutral,.net,Belize,Data Scientist
640,Anna Knight,Yes,F,47,No,PhD,No,No,0,Senior Manager,very dissatisfied,.net,Christmas Island,Pitch
452,Daniel Wall,Yes,Non-binary,54,Yes,PhD,No,No,5,Senior Manager,satisfied,.net,Swaziland,Pitch
475,Taylor Noble,Yes,Non-binary,34,Yes,PhD,Yes,Yes,0,Junior,satisfied,solutions design,Angola,Data Scientist
313,Brian Robertson Jr.,Yes,Non-binary,42,Yes,Undergraduate,Yes,No,0,Manager,dissatisfied,python,Serbia,Software Development
809,Charles Johnson DDS,Yes,M,35,No,Masters degree,Yes,Yes,0,Senior Manager,dissatisfied,javascript,Egypt,Data Scientist
857,Richard Potter,Yes,Non-binary,59,Yes,Undergraduate,Yes,No,6,Senior Associate,very dissatisfied,.net,Angola,UI/UX
402,Cheryl Douglas,Yes,Non-binary,56,Yes,Undergraduate,Yes,No,0,Manager,satisfied,azure,Niger,Pitch
102,Christopher Mclaughlin,Yes,Non-binary,31,No,Undergraduate,Yes,Yes,4,Junior,very dissatisfied,solutions design,Montserrat,full stack developer
677,Douglas Lee,Yes,M,57,Yes,Prefer not to say,No,No,3,Junior,dissatisfied,solutions design,Ireland,Software Development
601,Shelby Roberts,Yes,Non-binary,42,Yes,Masters degree,Yes,No,9,Senior Manager,very dissatisfied,python,Bermuda,full stack developer
785,Allen Henry,Yes,F,56,Yes,PhD,Yes,No,8,Senior Associate,dissatisfied,sql,Slovakia (Slovak Republic),Data Scientist
627,Ariel Cox,Yes,M,47,Yes,PhD,No,Yes,5,Junior,satisfied,solutions design,Saint Helena,Data Scientist
296,Karen Lynch,Yes,F,58,No,Masters degree,Yes,Yes,1,Junior,dissatisfied,.net,Canada,UI/UX
866,Benjamin Summers,Yes,F,38,Yes,Masters degree,Yes,Yes,8,Junior,satisfied,solutions design,Guam,full stack developer
