ID,name,Applied,gender,age,background in IT,education,accepted,attended,number of Hackathons,employment,satisfaction,career interests,country,new skill
149,Kevin Underwood,Yes,F,53,Yes,Undergraduate,Yes,No,7,Senior Associate,satisfied,solutions design,Lao People's Democratic Republic,full stack developer
120,Susan Diaz,Yes,Non-binary,30,Yes,Undergraduate,Yes,No,6,Senior Associate,dissatisfied,.net,Lao People's Democratic Republic,Data Scientist
16,William Becker,Yes,F,43,Yes,Prefer not to say,No,No,0,Junior,satisfied,sql,Uruguay,Data Scientist
36,Alan Soto,Yes,Non-binary,53,No,Masters degree,Yes,Yes,7,Junior,very dissatisfied,python,Uruguay,Software Development
63,Bobby French,Yes,M,52,Yes,PhD,Yes,Yes,7,Junior,neutral,sql,United States Virgin Islands,full stack developer
69,Peter Butler,Yes,M,41,No,Prefer not to say,No,No,3,Senior Associate,satisfied,pm,Cambodia,Software Development
92,Joseph Wagner,Yes,M,53,No,Undergraduate,No,Yes,5,Senior Manager,neutral,.net,Togo,UI/UX
7,Patricia Perez,Yes,F,59,No,PhD,No,No,2,Senior Manager,very dissatisfied,solutions design,Burundi,Data Scientist
10,Victoria Moore,Yes,M,35,Yes,Prefer not to say,Yes,No,4,Senior Associate,very dissatisfied,pm,Antarctica (the territory South of 60 deg S),Software Development
20,Jake Garcia,Yes,M,44,No,Undergraduate,Yes,Yes,6,Manager,dissatisfied,pm,Belize,full stack developer
68,Stephanie Washington,Yes,Non-binary,55,Yes,Undergraduate,No,No,6,Associate,very dissatisfied,.net,Lithuania,Data Scientist
79,Shaun Hernandez,Yes,M,50,Yes,PhD,Yes,Yes,3,Junior,satisfied,.net,Uzbekistan,UI/UX
39,Daniel Bell,Yes,F,44,Yes,Prefer not to say,No,Yes,0,Senior Manager,very dissatisfied,python,Djibouti,full stack developer
28,Mary Mccoy,Yes,Non-binary,26,Yes,Masters degree,Yes,Yes,4,Senior Associate,dissatisfied,azure,Svalbard & Jan Mayen Islands,UI/UX
150,Johnny Alvarado,Yes,Non-binary,43,No,Undergraduate,No,No,5,Manager,neutral,azure,Algeria,full stack developer
124,Ashley Avila,Yes,Non-binary,35,No,Undergraduate,Yes,Yes,1,Senior Associate,very dissatisfied,pm,Guinea-Bissau,Data Scientist
97,Elizabeth Hull,Yes,F,42,Yes,Prefer not to say,Yes,Yes,8,Associate,satisfied,sql,Papua New Guinea,Pitch
25,Brandon Long,Yes,Non-binary,29,Yes,Prefer not to say,Yes,Yes,0,Junior,satisfied,.net,Djibouti,full stack developer
63,Erika French,Yes,F,52,No,PhD,No,No,0,Senior Manager,neutral,.net,Kiribati,UI/UX
22,Angel Cooper,Yes,F,37,Yes,PhD,No,Yes,8,Senior Manager,very dissatisfied,solutions design,Panama,Pitch
87,Michael Nelson,Yes,M,50,No,Prefer not to say,Yes,Yes,1,Manager,very dissatisfied,python,Malaysia,UI/UX
32,Julia Bradley,Yes,Non-binary,33,No,Masters degree,Yes,Yes,0,Associate,very dissatisfied,solutions design,Palestinian Territory,UI/UX
102,Mark Smith,Yes,Non-binary,40,No,Prefer not to say,No,No,1,Associate,dissatisfied,sql,Gibraltar,Software Development
83,Gina Kidd,Yes,F,37,No,PhD,No,No,2,Junior,dissatisfied,solutions design,Burkina Faso,full stack developer
62,David Mitchell,Yes,M,59,Yes,Prefer not to say,Yes,Yes,8,Senior Associate,very dissatisfied,pm,Bhutan,UI/UX
12,Kenneth Skinner,Yes,Non-binary,39,Yes,PhD,No,No,1,Senior Manager,dissatisfied,pm,Uzbekistan,Pitch
76,Kevin Snyder,Yes,F,26,No,Masters degree,Yes,Yes,6,Manager,satisfied,solutions design,Bangladesh,Data Scientist
146,Melissa Brown,Yes,F,28,No,Masters degree,Yes,No,5,Manager,satisfied,sql,Armenia,Software Development
128,Devin Schwartz,Yes,F,53,No,Undergraduate,Yes,Yes,3,Manager,very dissatisfied,solutions design,Niue,Pitch
46,Kristin Tran,Yes,Non-binary,38,No,PhD,Yes,No,4,Junior,neutral,javascript,Iceland,UI/UX
139,Donald Donovan,Yes,Non-binary,50,Yes,Undergraduate,No,Yes,0,Associate,satisfied,azure,Marshall Islands,UI/UX
55,Tonya Cochran,Yes,F,57,No,PhD,No,Yes,0,Senior Manager,very dissatisfied,solutions design,North Macedonia,Pitch
36,Joshua Aguilar,Yes,Non-binary,52,Yes,Masters degree,Yes,No,2,Associate,neutral,python,New Caledonia,UI/UX
71,Suzanne Day,Yes,Non-binary,46,Yes,Masters degree,No,No,2,Junior,satisfied,.net,Colombia,Pitch
89,Elaine Lewis,Yes,M,57,No,Masters degree,No,Yes,9,Senior Manager,satisfied,solutions design,Holy See (Vatican City State),Pitch
136,Dustin Horton,Yes,M,47,Yes,Undergraduate,No,No,7,Associate,dissatisfied,azure,Maldives,Pitch
119,Amber Spears,Yes,Non-binary,57,Yes,Prefer not to say,Yes,Yes,1,Senior Manager,neutral,sql,Heard Island and McDonald Islands,Pitch
42,Emily Anderson,Yes,M,27,No,Prefer not to say,Yes,Yes,6,Junior,very dissatisfied,python,Libyan Arab Jamahiriya,UI/UX
41,Jack Rhodes,Yes,Non-binary,32,No,Prefer not to say,No,Yes,6,Associate,dissatisfied,.net,Burundi,Software Development
82,Taylor Harris,Yes,M,53,Yes,PhD,No,Yes,0,Senior Associate,neutral,solutions design,Falkland Islands (Malvinas),Pitch
132,Tammy Torres,Yes,Non-binary,47,No,PhD,No,Yes,3,Junior,satisfied,javascript,Puerto Rico,full stack developer
35,Tiffany Rivera,Yes,M,39,No,Masters degree,Yes,Yes,9,Senior Associate,neutral,javascript,Saint Vincent and the Grenadines,UI/UX
28,Jamie Walker,Yes,M,36,No,PhD,Yes,Yes,2,Junior,very dissatisfied,pm,Mali,full stack developer
78,Marc Lutz,Yes,F,26,No,Masters degree,No,No,2,Manager,dissatisfied,azure,Rwanda,full stack developer
65,Grace Thomas,Yes,Non-binary,50,No,Masters degree,No,Yes,1,Senior Associate,dissatisfied,sql,Uruguay,Data Scientist
116,Samantha Gardner,Yes,Non-binary,42,Yes,Masters degree,No,Yes,4,Junior,satisfied,pm,Guinea,Software Development
148,Kathleen Alexander,Yes,F,35,No,Prefer not to say,No,Yes,1,Junior,very dissatisfied,.net,Moldova,Data Scientist
134,Matthew Herrera,Yes,Non-binary,52,Yes,Masters degree,No,Yes,2,Manager,very dissatisfied,sql,Cocos (Keeling) Islands,Pitch
96,Dr. Brittany Farmer,Yes,Non-binary,43,No,Masters degree,Yes,No,4,Junior,dissatisfied,pm,Saint Martin,UI/UX
146,Linda Padilla,Yes,F,36,No,Masters degree,Yes,Yes,2,Manager,dissatisfied,sql,Gabon,UI/UX
115,John Cohen,Yes,Non-binary,45,Yes,Undergraduate,Yes,No,6,Senior Associate,very dissatisfied,sql,Mongolia,full stack developer
57,Patrick Beck,Yes,F,37,Yes,Prefer not to say,Yes,No,1,Associate,very dissatisfied,.net,Sierra Leone,full stack developer
33,Darrell Hicks,Yes,F,25,No,PhD,Yes,No,2,Associate,very dissatisfied,solutions design,Monaco,Pitch
141,Heidi Brown,Yes,M,55,No,Masters degree,Yes,Yes,7,Junior,very dissatisfied,javascript,Lebanon,Software Development
89,Tammy Thomas,Yes,M,32,No,Undergraduate,No,No,9,Senior Associate,very dissatisfied,sql,Angola,Pitch
79,Noah Wang,Yes,M,27,No,Undergraduate,No,Yes,9,Junior,neutral,.net,Madagascar,UI/UX
41,Michael Crawford,Yes,F,38,Yes,PhD,No,Yes,0,Manager,neutral,pm,Saint Martin,Data Scientist
57,Rebecca Johnson,Yes,Non-binary,43,Yes,Masters degree,Yes,Yes,7,Junior,very dissatisfied,python,Papua New Guinea,Software Development
88,Corey Riley,Yes,M,34,No,Undergraduate,No,Yes,3,Associate,dissatisfied,.net,Gabon,Pitch
25,Latoya Payne,Yes,Non-binary,29,No,Undergraduate,Yes,No,0,Associate,very dissatisfied,python,Tajikistan,Data Scientist
110,Donna Tran,Yes,M,56,Yes,PhD,No,No,5,Senior Associate,neutral,python,New Zealand,full stack developer
139,Michael Hall,Yes,Non-binary,28,No,Prefer not to say,Yes,Yes,0,Manager,neutral,solutions design,Singapore,Data Scientist
58,Scott Bullock,Yes,F,44,No,Undergraduate,Yes,No,6,Manager,satisfied,.net,Congo,UI/UX
1,Hannah Henry,Yes,F,57,Yes,Prefer not to say,Yes,No,3,Senior Manager,very dissatisfied,pm,Mozambique,Pitch
114,Morgan Ortega,Yes,F,58,No,PhD,No,Yes,7,Associate,satisfied,solutions design,Cape Verde,Pitch
102,Cheryl Perez,Yes,F,26,Yes,Prefer not to say,Yes,No,1,Senior Associate,dissatisfied,sql,Maldives,Pitch
26,Jeffery Mcguire,Yes,F,38,Yes,Prefer not to say,Yes,Yes,4,Junior,neutral,solutions design,Dominica,Data Scientist
82,Leslie Ibarra,Yes,F,41,Yes,Undergraduate,Yes,No,8,Manager,satisfied,python,Taiwan,Data Scientist
19,Alan Andrade,Yes,Non-binary,55,Yes,Prefer not to say,Yes,Yes,2,Associate,dissatisfied,javascript,Tanzania,Software Development
140,Alicia Jackson,Yes,Non-binary,39,Yes,Prefer not to say,No,Yes,5,Senior Manager,neutral,javascript,Turkmenistan,UI/UX
49,John Brown,Yes,Non-binary,57,Yes,Undergraduate,No,No,7,Associate,dissatisfied,python,Svalbard & Jan Mayen Islands,UI/UX
17,Beth Cobb,Yes,F,41,Yes,Undergraduate,No,Yes,9,Manager,dissatisfied,pm,Antarctica (the territory South of 60 deg S),UI/UX
57,Sharon Webb,Yes,M,52,No,Prefer not to say,No,No,8,Manager,neutral,pm,Puerto Rico,Software Development
25,Shelby Chang,Yes,F,52,Yes,Undergraduate,No,Yes,3,Associate,neutral,sql,Andorra,Software Development
147,Brandon Moore,Yes,F,28,Yes,Prefer not to say,No,Yes,0,Manager,very dissatisfied,azure,Zambia,UI/UX
25,Cassie Robinson,Yes,M,49,Yes,Masters degree,Yes,Yes,4,Senior Associate,neutral,javascript,Iceland,Pitch
63,Diana Anderson,Yes,M,45,No,Undergraduate,No,No,0,Junior,very dissatisfied,.net,Kenya,Software Development
83,Jason Meyers,Yes,F,39,No,Undergraduate,Yes,No,7,Senior Associate,neutral,python,Kazakhstan,UI/UX
127,Jeffrey Kim,Yes,Non-binary,34,No,Masters degree,No,No,9,Senior Manager,dissatisfied,azure,Saudi Arabia,Pitch
3,Mrs. Pamela Porter,Yes,F,31,No,Undergraduate,Yes,No,4,Manager,satisfied,javascript,Holy See (Vatican City State),Pitch
7,John Chang,Yes,F,39,No,Prefer not to say,No,No,3,Senior Manager,very dissatisfied,pm,Suriname,Data Scientist
138,Thomas Webb,Yes,Non-binary,30,No,Prefer not to say,No,No,7,Senior Manager,dissatisfied,javascript,Argentina,Pitch
134,Raymond Mcdonald,Yes,M,46,No,Masters degree,No,No,3,Junior,dissatisfied,.net,Sudan,Data Scientist
122,Michele Schwartz,Yes,Non-binary,31,Yes,Masters degree,No,Yes,5,Associate,very dissatisfied,.net,Northern Mariana Islands,Pitch
9,Thomas Ramos,Yes,F,42,No,PhD,No,Yes,8,Associate,very dissatisfied,.net,Poland,UI/UX
96,Lori Hurst,Yes,F,33,Yes,Undergraduate,No,No,2,Associate,satisfied,pm,Cook Islands,full stack developer
85,Anne Ross,Yes,F,29,No,Prefer not to say,Yes,No,5,Associate,neutral,javascript,Norway,Data Scientist
55,Julie Hunter,Yes,M,30,No,Prefer not to say,No,No,0,Associate,very dissatisfied,solutions design,Paraguay,UI/UX
130,Michelle Lopez,Yes,M,57,No,Undergraduate,Yes,No,6,Associate,very dissatisfied,python,Netherlands Antilles,UI/UX
135,Alison Ayers,Yes,M,48,No,Undergraduate,No,Yes,5,Associate,dissatisfied,.net,Bolivia,full stack developer
130,Cindy Smith,Yes,Non-binary,28,No,Masters degree,No,No,7,Senior Associate,very dissatisfied,pm,Saint Vincent and the Grenadines,full stack developer
75,Stephen Jensen,Yes,Non-binary,33,No,Prefer not to say,Yes,No,4,Manager,satisfied,solutions design,Timor-Leste,Data Scientist
142,Michelle Schmidt,Yes,M,48,Yes,Prefer not to say,Yes,No,3,Senior Associate,very dissatisfied,javascript,Uruguay,Pitch
97,Adam Rodriguez,Yes,Non-binary,42,No,PhD,No,No,1,Manager,dissatisfied,sql,Tonga,Pitch
21,Christine Valentine,Yes,Non-binary,40,Yes,PhD,No,No,9,Associate,satisfied,sql,American Samoa,full stack developer
131,Andrew Briggs,Yes,Non-binary,55,Yes,PhD,No,Yes,3,Senior Manager,dissatisfied,.net,Ukraine,Software Development
132,Mr. Kyle Graham,Yes,M,44,No,Prefer not to say,No,No,3,Associate,neutral,pm,Saint Pierre and Miquelon,Pitch
42,Terrance Brown,Yes,M,50,No,Undergraduate,Yes,No,9,Associate,neutral,python,Benin,Data Scientist
83,Emily Thompson,Yes,F,25,No,Masters degree,No,Yes,1,Senior Associate,satisfied,python,Jordan,Software Development
94,Regina Ryan,Yes,Non-binary,35,No,Masters degree,Yes,No,8,Associate,dissatisfied,sql,Greenland,Pitch
135,Amy Johnson,Yes,Non-binary,58,No,Undergraduate,No,Yes,0,Senior Manager,satisfied,javascript,Nepal,full stack developer
88,Jessica Tyler,Yes,M,31,No,Prefer not to say,No,No,1,Manager,neutral,python,Bosnia and Herzegovina,full stack developer
64,Angela Garcia,Yes,F,46,Yes,Masters degree,No,No,8,Junior,very dissatisfied,azure,Barbados,Pitch
68,Elizabeth Davis,Yes,F,37,No,PhD,Yes,Yes,7,Associate,neutral,javascript,Swaziland,UI/UX
16,Tracie Mcneil,Yes,F,34,Yes,Prefer not to say,Yes,No,9,Associate,neutral,azure,Mozambique,UI/UX
5,Scott Williams,Yes,Non-binary,55,Yes,Prefer not to say,No,Yes,9,Senior Associate,very dissatisfied,sql,Azerbaijan,Software Development
89,Brianna Rogers,Yes,Non-binary,31,No,Undergraduate,Yes,No,2,Junior,neutral,azure,Aruba,Data Scientist
14,Ann Johnson,Yes,M,52,No,Masters degree,No,No,9,Associate,satisfied,.net,Norway,Software Development
133,Brian Owens,Yes,F,53,No,Prefer not to say,Yes,No,2,Junior,neutral,.net,Cape Verde,Software Development
53,Ellen Williams,Yes,Non-binary,34,No,Prefer not to say,No,Yes,1,Junior,dissatisfied,python,Greece,Pitch
125,Julie Martinez,Yes,Non-binary,48,Yes,Prefer not to say,No,No,3,Senior Associate,dissatisfied,sql,Belarus,Software Development
4,Peter Anderson,Yes,Non-binary,39,No,PhD,Yes,Yes,8,Junior,neutral,pm,Bahrain,Pitch
58,Zachary Miranda,Yes,F,28,Yes,Undergraduate,No,No,6,Junior,very dissatisfied,solutions design,Cameroon,Software Development
132,William Tucker,Yes,M,58,No,PhD,Yes,No,8,Senior Associate,very dissatisfied,azure,Saint Barthelemy,full stack developer
149,Jeremy Dean,Yes,M,53,No,Masters degree,No,No,1,Associate,neutral,python,Liechtenstein,Software Development
26,Laura Brewer,Yes,Non-binary,25,No,Prefer not to say,Yes,Yes,7,Senior Associate,very dissatisfied,pm,Uganda,Software Development
41,Brenda Lawrence,Yes,Non-binary,53,No,PhD,Yes,Yes,6,Manager,neutral,javascript,Pakistan,UI/UX
10,Devin Parks,Yes,M,44,Yes,Prefer not to say,Yes,No,9,Senior Associate,dissatisfied,pm,United Arab Emirates,UI/UX
130,Brittany Cox,Yes,Non-binary,58,No,Prefer not to say,No,Yes,0,Associate,neutral,solutions design,Ukraine,Software Development
45,Kevin Horton,Yes,Non-binary,31,No,Prefer not to say,No,No,5,Junior,satisfied,javascript,Slovakia (Slovak Republic),UI/UX
6,Amanda Parker,Yes,F,57,Yes,Masters degree,Yes,Yes,5,Junior,neutral,pm,Central African Republic,UI/UX
18,Sarah Garza,Yes,Non-binary,49,Yes,Masters degree,No,Yes,8,Junior,very dissatisfied,.net,Algeria,UI/UX
89,Wayne Baldwin,Yes,M,43,No,Masters degree,Yes,No,1,Senior Manager,dissatisfied,javascript,Brunei Darussalam,Pitch
43,Frank Harrison,Yes,M,43,No,Prefer not to say,Yes,No,9,Manager,very dissatisfied,javascript,Luxembourg,Software Development
91,Jillian Schroeder,Yes,M,46,No,Masters degree,No,No,6,Senior Associate,very dissatisfied,pm,Martinique,UI/UX
1,Amber Burke,Yes,F,42,Yes,Masters degree,No,Yes,0,Associate,very dissatisfied,pm,Japan,Software Development
74,John Davis,Yes,M,54,No,Prefer not to say,No,Yes,2,Associate,neutral,azure,Dominican Republic,Software Development
69,Justin Vazquez,Yes,F,53,Yes,Prefer not to say,No,No,3,Senior Associate,very dissatisfied,python,Nepal,Data Scientist
7,Hailey Moore,Yes,F,42,No,Masters degree,No,Yes,7,Junior,dissatisfied,sql,Sierra Leone,full stack developer
5,Jillian Hall,Yes,M,41,Yes,PhD,Yes,Yes,0,Associate,dissatisfied,python,New Zealand,UI/UX
23,Brittney Mata,Yes,Non-binary,50,Yes,Masters degree,Yes,No,6,Manager,satisfied,python,Congo,full stack developer
121,Matthew Ramos,Yes,Non-binary,53,Yes,PhD,Yes,Yes,0,Associate,very dissatisfied,python,Brazil,Pitch
81,Robert Russell,Yes,F,48,Yes,Prefer not to say,Yes,No,2,Senior Manager,very dissatisfied,sql,Kenya,Data Scientist
102,John Pierce,Yes,M,37,No,Masters degree,No,Yes,7,Senior Manager,dissatisfied,python,Suriname,Data Scientist
146,Carla Garrison,Yes,F,29,Yes,Undergraduate,Yes,Yes,4,Senior Manager,very dissatisfied,azure,Gambia,full stack developer
83,Jay Bell,Yes,F,38,No,PhD,No,No,0,Senior Associate,dissatisfied,python,Jordan,full stack developer
83,Brandon Rivera,Yes,F,49,No,Undergraduate,No,Yes,1,Senior Associate,neutral,.net,British Indian Ocean Territory (Chagos Archipelago),full stack developer
85,Victor Martinez,Yes,F,56,Yes,Prefer not to say,Yes,No,4,Junior,satisfied,azure,Netherlands Antilles,full stack developer
14,Brenda Ramos,Yes,M,36,No,Masters degree,No,No,6,Senior Manager,very dissatisfied,pm,United Kingdom,full stack developer
6,Jeffrey Graham,Yes,Non-binary,43,Yes,PhD,No,No,1,Junior,dissatisfied,sql,Samoa,Software Development
116,Dr. Megan Tanner,Yes,M,59,Yes,Masters degree,No,Yes,1,Junior,neutral,pm,Wallis and Futuna,Pitch
51,David West,Yes,M,32,Yes,Masters degree,No,No,8,Associate,very dissatisfied,sql,Mauritania,Software Development
150,Lance Jordan,Yes,M,47,No,PhD,Yes,No,5,Senior Associate,dissatisfied,azure,Cote d'Ivoire,Software Development
108,Michelle Brooks,Yes,Non-binary,52,Yes,PhD,Yes,No,2,Associate,very dissatisfied,.net,Australia,full stack developer
82,Randall Singleton,Yes,M,37,Yes,Masters degree,Yes,Yes,4,Associate,dissatisfied,solutions design,Iran,UI/UX
4,Eric Cain MD,Yes,M,34,Yes,Prefer not to say,No,No,3,Manager,very dissatisfied,javascript,Saudi Arabia,full stack developer
74,Rebekah Benson,Yes,M,33,Yes,PhD,No,No,1,Associate,dissatisfied,solutions design,Sweden,UI/UX
88,William Mccall,Yes,Non-binary,26,Yes,Prefer not to say,No,Yes,4,Manager,very dissatisfied,javascript,Indonesia,full stack developer
3,Cole Foley,Yes,Non-binary,37,No,Prefer not to say,No,Yes,8,Senior Manager,dissatisfied,azure,Portugal,Pitch
22,Adam Ramirez,Yes,M,57,No,Masters degree,No,Yes,5,Junior,satisfied,pm,Ecuador,Data Scientist
54,Ashley Mccarty,Yes,F,26,Yes,Prefer not to say,No,No,6,Junior,neutral,python,Switzerland,UI/UX
100,Timothy Luna,Yes,M,40,Yes,PhD,No,No,2,Manager,very dissatisfied,python,Guadeloupe,full stack developer
76,Adrian Rosales,Yes,F,27,No,PhD,No,Yes,2,Senior Manager,very dissatisfied,solutions design,Togo,Pitch
23,Joseph Melendez,Yes,M,25,Yes,Prefer not to say,Yes,No,1,Senior Associate,very dissatisfied,python,Belarus,Software Development
64,Jody Hogan,Yes,F,44,Yes,Prefer not to say,No,No,8,Senior Manager,very dissatisfied,python,Kiribati,Data Scientist
44,Justin Acosta,Yes,F,29,Yes,Prefer not to say,Yes,No,9,Senior Manager,neutral,sql,Maldives,UI/UX
34,Pamela Serrano,Yes,M,29,Yes,PhD,Yes,Yes,9,Associate,very dissatisfied,solutions design,India,UI/UX
120,Courtney Murphy,Yes,F,34,Yes,PhD,Yes,Yes,0,Manager,satisfied,sql,United Arab Emirates,Data Scientist
90,Tracy Estrada,Yes,Non-binary,58,Yes,Prefer not to say,No,No,3,Manager,very dissatisfied,pm,Niger,Software Development
89,Joseph Green,Yes,F,28,Yes,Prefer not to say,No,Yes,4,Manager,very dissatisfied,solutions design,Nigeria,Pitch
119,Sonya Johnson,Yes,F,41,Yes,Masters degree,Yes,Yes,0,Manager,neutral,javascript,Poland,Data Scientist
75,Lisa Stone,Yes,F,53,No,PhD,Yes,No,0,Senior Associate,very dissatisfied,python,Costa Rica,Software Development
146,Kristina Rice,Yes,M,49,Yes,Prefer not to say,Yes,Yes,2,Senior Manager,satisfied,javascript,Netherlands Antilles,UI/UX
26,Kristy Fernandez,Yes,M,30,Yes,Undergraduate,No,No,2,Senior Associate,satisfied,pm,Singapore,full stack developer
60,Paul Hoffman,Yes,Non-binary,51,Yes,Undergraduate,Yes,No,6,Senior Manager,satisfied,sql,Czech Republic,full stack developer
76,Anna Campbell,Yes,F,31,Yes,PhD,No,Yes,7,Senior Manager,neutral,azure,Brazil,Pitch
92,Judith Martin,Yes,Non-binary,59,No,Prefer not to say,Yes,No,0,Manager,very dissatisfied,solutions design,United States Minor Outlying Islands,Software Development
91,Raven Hahn,Yes,M,33,No,Masters degree,Yes,Yes,4,Senior Manager,satisfied,solutions design,Zimbabwe,UI/UX
140,James Miller,Yes,F,26,Yes,Masters degree,Yes,No,0,Associate,very dissatisfied,sql,Bahrain,Software Development
91,Mark Baker,Yes,M,40,Yes,PhD,No,Yes,6,Manager,neutral,sql,Antigua and Barbuda,Software Development
86,Cheryl Cook,Yes,Non-binary,53,Yes,Masters degree,Yes,Yes,8,Senior Manager,dissatisfied,sql,Mexico,full stack developer
14,Crystal Morgan,Yes,M,44,No,Masters degree,Yes,No,0,Senior Manager,very dissatisfied,javascript,Niger,Pitch
97,Brian Brown,Yes,F,45,Yes,PhD,Yes,No,8,Junior,neutral,sql,Lesotho,Software Development
88,Amber Simpson,Yes,M,38,No,Masters degree,Yes,No,6,Senior Manager,dissatisfied,.net,Niger,Software Development
35,Nancy Lewis,Yes,F,38,Yes,Prefer not to say,Yes,No,3,Junior,dissatisfied,solutions design,Turks and Caicos Islands,UI/UX
15,Anna Jackson,Yes,F,30,No,Prefer not to say,Yes,Yes,8,Junior,very dissatisfied,pm,Lesotho,full stack developer
70,Patricia Singleton,Yes,M,32,No,Undergraduate,Yes,No,3,Senior Manager,neutral,python,Indonesia,Pitch
98,Rachel Moon,Yes,M,53,No,Prefer not to say,No,Yes,3,Manager,neutral,sql,Singapore,UI/UX
12,Joel Marquez,Yes,Non-binary,49,Yes,Masters degree,No,No,9,Senior Manager,dissatisfied,pm,Guernsey,Software Development
119,Samuel Reid,Yes,F,42,Yes,PhD,Yes,Yes,7,Associate,neutral,python,Saudi Arabia,Software Development
123,Stephanie Patrick,Yes,Non-binary,38,Yes,Undergraduate,No,No,2,Junior,satisfied,azure,Nepal,Data Scientist
142,Kevin Graves,Yes,Non-binary,48,Yes,Undergraduate,Yes,Yes,0,Senior Associate,dissatisfied,.net,Tunisia,UI/UX
12,Stephen Rosario,Yes,Non-binary,37,Yes,Masters degree,No,No,6,Senior Associate,neutral,sql,Guam,full stack developer
88,Daniel Smith,Yes,M,34,No,PhD,No,No,6,Senior Manager,satisfied,.net,Namibia,full stack developer
2,Dennis Castillo,Yes,F,55,No,PhD,Yes,Yes,6,Senior Associate,satisfied,javascript,Qatar,Software Development
108,Brandon Farrell,Yes,M,50,No,Prefer not to say,No,Yes,5,Senior Associate,neutral,python,San Marino,Data Scientist
132,Sarah Patel,Yes,M,46,No,Undergraduate,Yes,No,1,Manager,satisfied,javascript,Kazakhstan,Data Scientist
12,Craig Freeman,Yes,Non-binary,49,Yes,Undergraduate,Yes,Yes,8,Senior Associate,satisfied,javascript,Syrian Arab Republic,UI/UX
96,William White,Yes,Non-binary,53,No,Masters degree,No,Yes,9,Junior,satisfied,sql,Equatorial Guinea,full stack developer
57,Kathy Bowers,Yes,Non-binary,38,Yes,PhD,Yes,Yes,1,Associate,satisfied,solutions design,Iraq,Data Scientist
5,Matthew Montes MD,Yes,M,57,No,Masters degree,No,No,1,Senior Associate,very dissatisfied,python,Brazil,UI/UX
47,Jaime Norton,Yes,M,40,No,Masters degree,Yes,No,4,Associate,neutral,javascript,Jersey,Data Scientist
104,Laura Davis,Yes,F,39,Yes,Prefer not to say,No,No,6,Senior Associate,very dissatisfied,solutions design,Sri Lanka,full stack developer
50,Lauren Cortez,Yes,F,34,Yes,Masters degree,No,Yes,7,Junior,very dissatisfied,azure,Bouvet Island (Bouvetoya),Data Scientist
33,Steven Sexton,Yes,M,37,Yes,Masters degree,No,Yes,1,Senior Associate,satisfied,sql,Fiji,Pitch
109,Joseph Keith,Yes,Non-binary,46,Yes,Undergraduate,Yes,No,6,Junior,satisfied,.net,Armenia,Software Development
126,Richard Mckay,Yes,M,59,Yes,Masters degree,Yes,No,6,Manager,neutral,sql,Thailand,Software Development
80,Gregory Salas,Yes,M,40,No,Undergraduate,Yes,Yes,9,Manager,satisfied,javascript,Iceland,Software Development
81,Raymond Sharp,Yes,F,25,No,Undergraduate,No,Yes,6,Senior Associate,dissatisfied,azure,United States Minor Outlying Islands,Software Development
94,Mr. Peter Rice PhD,Yes,F,56,Yes,Undergraduate,Yes,No,0,Manager,neutral,.net,Austria,full stack developer
106,Nancy Peterson,Yes,Non-binary,56,Yes,Undergraduate,Yes,No,8,Senior Manager,neutral,pm,Spain,full stack developer
71,Joel Sharp,Yes,Non-binary,44,Yes,Prefer not to say,Yes,No,6,Manager,satisfied,sql,Finland,Data Scientist
97,Ashley Evans,Yes,Non-binary,28,No,Masters degree,Yes,No,4,Associate,neutral,pm,Bouvet Island (Bouvetoya),Pitch
66,John Garcia,Yes,F,54,No,Prefer not to say,No,No,3,Senior Manager,satisfied,pm,Kyrgyz Republic,Pitch
6,Hannah Stewart,Yes,M,46,Yes,Undergraduate,No,Yes,4,Associate,dissatisfied,sql,Slovenia,full stack developer
119,Joshua Miller,Yes,Non-binary,29,Yes,Masters degree,Yes,No,8,Junior,dissatisfied,pm,Anguilla,UI/UX
79,Adriana Black,Yes,F,51,Yes,PhD,Yes,No,9,Associate,satisfied,sql,Lithuania,full stack developer
2,Victor Ramirez,Yes,F,50,Yes,Masters degree,No,Yes,2,Associate,dissatisfied,azure,Lesotho,Software Development
121,Diane Martin,Yes,M,37,Yes,PhD,No,No,8,Senior Manager,satisfied,azure,Central African Republic,Data Scientist
23,Jonathan Gonzalez,Yes,F,25,Yes,Undergraduate,No,No,5,Associate,dissatisfied,azure,Palau,Pitch
107,Natalie Brown,Yes,Non-binary,44,No,PhD,Yes,Yes,6,Manager,neutral,sql,Jamaica,UI/UX
57,Mario Peterson,Yes,M,45,No,PhD,Yes,No,3,Manager,neutral,.net,Antarctica (the territory South of 60 deg S),Data Scientist
8,Evelyn Wilson,Yes,F,56,Yes,PhD,No,Yes,4,Manager,dissatisfied,sql,Mauritania,full stack developer
37,Michael Mayo,Yes,Non-binary,49,Yes,Undergraduate,Yes,No,6,Senior Manager,satisfied,sql,Jersey,UI/UX
90,Antonio Carter,Yes,Non-binary,40,No,Undergraduate,No,Yes,1,Associate,satisfied,sql,Bouvet Island (Bouvetoya),Software Development
103,Anna Robinson,Yes,F,42,Yes,Undergraduate,No,No,7,Senior Associate,very dissatisfied,javascript,Slovakia (Slovak Republic),full stack developer
